County,Population,Area (sq km),Population density (person/km^2),Median income,Biden won,Trump won,Never,Rarely,Sometimes,Frequently,Always,1_months_before_order deaths/cases percentage,1_months_after_order deaths/cases percentage,change in deaths/cases percentage,status of the change
Lee County,17239.0,1629.1037099999999,10.581892297084021,54744.0,0,1,0.035,0.122,0.14800000000000002,0.142,0.5529999999999999,5.555555555555556,5.434782608695652,-0.12077294685990392,decrease
Leon County,17404.0,2776.4692800000003,6.2683927840901585,43045.0,0,1,0.08900000000000001,0.078,0.111,0.192,0.531,0.0,0.9345794392523363,0.9345794392523363,increase
Liberty County,88219.0,3004.3884,29.36338058022059,51494.0,0,1,0.019,0.034,0.114,0.182,0.65,0.0,4.305283757338552,4.305283757338552,increase
Limestone County,23437.0,2354.30091,9.954972153495875,44418.0,0,1,0.005,0.086,0.061,0.087,0.762,0.0,1.3605442176870748,1.3605442176870748,increase
Lipscomb County,3233.0,2413.87068,1.3393426693429988,59091.0,0,1,0.147,0.14300000000000002,0.099,0.195,0.415,0.0,0.0,0.0,no change
Live Oak County,12207.0,2683.22964,4.549368350000785,53848.0,0,1,0.005,0.003,0.081,0.18899999999999997,0.722,0.0,0.5681818181818181,0.5681818181818181,increase
Llano County,21795.0,2421.64065,9.000096690646485,53411.0,0,1,0.08,0.036000000000000004,0.055999999999999994,0.214,0.615,0.0,1.3333333333333333,1.3333333333333333,increase
Loving County,169.0,1743.0632699999999,0.09695574619044094,83750.0,0,1,0.109,0.047,0.081,0.221,0.5429999999999999,0.0,0.0,0.0,no change
Lubbock County,310569.0,2330.991,133.23474865411322,52429.0,0,1,0.031,0.07200000000000001,0.055999999999999994,0.23199999999999998,0.61,0.1265022137887413,0.3704847175054029,0.2439825037166616,increase
Lynn County,5951.0,2310.27108,2.575888194038251,43382.0,0,1,0.032,0.068,0.054000000000000006,0.222,0.624,0.0,9.375,9.375,increase
Madison County,14284.0,1217.2953,11.734211082553264,52664.0,0,1,0.065,0.032,0.09699999999999999,0.337,0.469,0.0,0.326797385620915,0.326797385620915,increase
Marion County,9854.0,986.78619,9.985952478722872,37662.0,0,1,0.076,0.067,0.11800000000000001,0.21100000000000002,0.528,0.0,6.315789473684211,6.315789473684211,increase
Martin County,5771.0,2369.84085,2.4351846243177047,66610.0,0,1,0.075,0.043,0.055999999999999994,0.235,0.591,0.0,7.142857142857142,7.142857142857142,increase
Mason County,4274.0,2413.87068,1.7706002377890435,42276.0,0,1,0.043,0.091,0.163,0.247,0.456,0.0,0.0,0.0,no change
Matagorda County,36643.0,2885.24886,12.700117659867994,48913.0,0,1,0.004,0.051,0.113,0.161,0.67,0.0,3.4782608695652173,3.4782608695652173,increase
Maverick County,58722.0,3315.1872,17.713026884273685,39625.0,1,0,0.005,0.091,0.129,0.13,0.645,0.628930817610063,1.8335684062059237,1.2046375885958607,increase
